co_ref,total_cc_calls,last_cc_call,cutoff_date,days_since_last_cc_call,cc_calls_last_7,cc_calls_last_30,total_complaints,customer_issues,financial_issues,pricing_mentions,avg_cc_sentiment,repeat_call_ratio,high_call_volume
SW7310,2,2024-05-12,2024-10-27,168,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
SW9189,1,2025-09-05,2025-09-23,18,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
SX4902,5,2025-01-12,2025-09-21,252,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1
SX4902,5,2025-01-12,2026-09-21,617,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1
SX4902,5,2025-01-12,2024-09-21,-113,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1
SX6708,4,2025-04-08,2025-06-24,77,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1
SX8009,1,2024-12-12,2025-11-22,345,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
SY3984,5,2025-11-11,2025-01-21,-294,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,1
SY3984,5,2025-11-11,2026-01-21,71,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,1
SZ2893,2,2024-05-11,2025-09-24,501,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
SZ2893,2,2024-05-11,2024-09-24,136,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
SZ3907,2,2025-05-02,2025-10-20,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SZ3907,2,2025-05-02,2026-10-20,536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SZ5884,1,2024-04-12,2025-11-27,594,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
SZ8057,1,2025-04-02,2025-08-24,144,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
TB2779,2,2024-12-12,2026-11-18,706,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TB2779,2,2024-12-12,2025-11-18,341,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TB3974,2,2025-01-07,2025-08-18,223,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TB3974,2,2025-01-07,2026-08-18,588,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TB4691,1,2026-05-01,2026-08-18,109,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TB6240,1,2025-08-04,2025-09-25,52,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
TB7486,1,2025-03-11,2026-05-19,434,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TB9825,1,2025-03-02,2025-12-21,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TC0542,2,2024-05-11,2025-09-25,502,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TC0542,2,2024-05-11,2024-09-25,137,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TC2090,1,2025-01-09,2025-06-27,169,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TC3410,2,2025-07-07,2025-11-25,141,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0
TC6800,4,2025-05-11,2025-11-19,192,0.0,0.0,0.0,0.0,0.0,0.0,72.5,0.0,1
TC6800,4,2025-05-11,2026-11-19,557,0.0,0.0,0.0,0.0,0.0,0.0,72.5,0.0,1
TD1421,1,2024-11-12,2025-02-21,101,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TD3457,2,2025-09-04,2025-10-22,48,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TD3457,2,2025-09-04,2026-10-22,413,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TD4462,1,2025-11-12,2025-11-28,16,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TD4507,1,2024-07-11,2025-06-24,348,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TD5883,1,2026-06-01,2026-07-19,48,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TD6564,2,2025-05-11,2025-09-21,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TD6564,2,2025-05-11,2026-09-21,498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TD9315,2,2025-07-11,2025-07-22,11,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
TD9315,2,2025-07-11,2026-07-22,376,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
TE4663,1,2025-03-04,2025-05-28,85,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TF1940,1,2025-12-11,2026-01-18,38,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TF2036,2,2025-06-03,2026-11-20,535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TF2036,2,2025-06-03,2025-11-20,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TF3524,2,2025-04-04,2025-08-23,141,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0
TF4455,1,2025-04-02,2025-05-28,56,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TG1535,1,2025-12-02,2026-06-19,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TG5492,1,2025-05-11,2025-09-23,135,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TI1496,2,2024-12-12,2025-09-27,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TI2228,5,2025-06-10,2024-08-22,-292,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1
TI2228,5,2025-06-10,2025-08-22,73,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1
TI2228,5,2025-06-10,2026-08-22,438,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1
TI2911,1,2025-07-01,2026-01-20,203,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
TI4124,1,2025-10-10,2026-09-21,346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TI7631,1,2026-05-01,2026-09-18,140,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
TJ2501,1,2025-02-12,2025-04-24,71,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
TK1970,1,2025-01-08,2025-03-29,80,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TK5790,1,2025-03-02,2025-04-24,53,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
TL3050,1,2025-02-10,2025-06-27,137,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TL8726,1,2025-05-02,2025-05-24,22,0.0,1.0,0.0,0.0,0.0,80.0,20.0,0.0,0
TM1337,1,2025-06-11,2025-11-22,164,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TM2958,1,2026-07-01,2026-10-18,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TM3436,4,2025-08-10,2025-09-17,38,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,1
TM3436,4,2025-08-10,2026-09-17,403,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,1
TM4741,2,2025-11-02,2026-04-19,168,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
TM8383,1,2025-10-03,2026-01-21,110,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TN5123,1,2025-02-12,2025-02-26,14,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TN5280,2,2025-03-02,2025-05-21,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TN5280,2,2025-03-02,2026-05-21,445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TO3046,1,2025-06-03,2026-05-21,352,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TO3644,1,2025-10-03,2025-10-24,21,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TO3854,2,2025-10-01,2025-10-21,20,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TO3854,2,2025-10-01,2026-10-21,385,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TO5001,1,2025-03-10,2025-08-27,170,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
TO6069,2,2025-11-11,2025-11-26,15,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
TP1364,4,2025-04-11,2025-08-19,130,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1
TP1364,4,2025-04-11,2026-08-19,495,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1
TP1905,2,2025-03-02,2025-04-18,47,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TP1905,2,2025-03-02,2026-04-18,412,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TP7967,1,2025-03-02,2025-06-26,116,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
TP8154,1,2025-09-12,2025-11-28,77,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TQ2636,1,2025-05-03,2025-05-23,20,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TQ2651,4,2025-02-12,2024-07-23,-204,0.0,0.0,0.0,0.0,0.0,0.0,79.75,0.0,1
TQ2651,4,2025-02-12,2025-07-23,161,0.0,0.0,0.0,0.0,0.0,0.0,79.75,0.0,1
TQ2929,2,2025-06-01,2026-08-18,443,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TQ2929,2,2025-06-01,2025-08-18,78,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TQ4146,6,2024-10-12,2025-02-16,127,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1
TQ4146,6,2024-10-12,2026-02-16,492,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1
TQ8961,1,2024-11-12,2024-12-27,45,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TR3865,1,2025-05-06,2025-06-24,49,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
TR4348,1,2025-08-01,2025-08-19,18,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TR9380,1,2024-08-10,2025-07-27,351,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
TS1150,3,2025-04-06,2025-06-26,81,0.0,1.0,0.0,0.0,0.0,0.0,86.66666666666667,0.0,0
TS1150,3,2025-04-06,2024-06-26,-284,0.0,1.0,0.0,0.0,0.0,0.0,86.66666666666667,0.0,0
TS2009,2,2024-01-11,2025-06-25,531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TS2009,2,2024-01-11,2024-06-25,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TS2221,1,2025-02-05,2025-07-23,168,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TS5930,1,2025-03-09,2025-08-27,171,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TV2831,3,2025-10-11,2026-01-19,100,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,0
TV4132,2,2024-05-11,2025-07-27,442,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TV4132,2,2024-05-11,2024-07-27,77,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TV5774,2,2025-11-11,2026-04-17,157,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0
TV7209,2,2025-06-02,2025-07-29,57,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0
TV8080,3,2025-08-10,2025-05-19,-83,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
TV8080,3,2025-08-10,2026-05-19,282,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
TV8434,1,2024-06-12,2025-10-28,503,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TV8912,2,2025-10-11,2025-10-27,16,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
TW5613,1,2026-07-01,2026-11-21,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TW8950,1,2025-09-05,2025-10-27,52,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TX3739,5,2025-08-10,2025-09-21,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TX3739,5,2025-08-10,2026-09-21,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TX3739,5,2025-08-10,2024-09-21,-323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TX7244,1,2025-03-03,2025-08-28,178,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
TX9436,2,2025-05-02,2026-05-19,382,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TX9436,2,2025-05-02,2025-05-19,17,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TY2104,2,2024-10-12,2025-11-22,406,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TY2104,2,2024-10-12,2024-11-22,41,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
TY4955,2,2025-04-12,2026-11-18,585,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TY4955,2,2025-04-12,2025-11-18,220,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TZ5535,2,2025-08-04,2025-10-21,78,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TZ5535,2,2025-08-04,2026-10-21,443,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TZ5609,2,2025-03-02,2025-10-19,231,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TZ5609,2,2025-03-02,2026-10-19,596,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
TZ8241,5,2026-06-01,2026-06-21,20,0.0,3.0,0.0,0.0,0.0,0.0,86.0,0.0,1
TZ8917,1,2024-05-12,2025-01-28,261,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UA9777,3,2025-12-11,2026-06-17,188,0.0,0.0,0.0,0.0,0.0,0.0,43.333333333333336,0.0,0
UB0238,1,2025-08-01,2025-09-27,57,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
UB4867,2,2024-09-12,2025-01-19,129,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UB4867,2,2024-09-12,2026-01-19,494,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UB8132,6,2025-07-10,2025-07-28,18,0.0,2.0,0.0,0.0,0.0,0.0,82.5,0.0,1
UB8132,6,2025-07-10,2024-07-28,-347,0.0,2.0,0.0,0.0,0.0,0.0,82.5,0.0,1
UC1131,1,2025-01-10,2025-03-27,76,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
UC4114,1,2025-01-07,2025-02-25,49,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UC6640,1,2025-02-07,2025-03-27,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UC7656,1,2025-08-10,2026-04-21,254,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UC7965,1,2025-04-03,2025-04-23,20,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
UD4445,1,2024-05-11,2025-03-23,316,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UD7734,1,2025-08-10,2025-10-24,75,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UD9951,2,2024-11-12,2026-02-17,462,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
UD9951,2,2024-11-12,2025-02-17,97,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
UE0789,2,2024-03-12,2025-03-24,377,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
UE0789,2,2024-03-12,2024-03-24,12,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
UE5609,2,2024-12-12,2025-09-25,287,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
UE9462,1,2025-02-01,2025-05-25,113,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UE9648,6,2024-05-12,2025-04-17,340,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667,0.0,1
UE9648,6,2024-05-12,2026-04-17,705,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667,0.0,1
UF3523,6,2024-08-11,2025-09-23,408,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,1
UF3523,6,2024-08-11,2024-09-23,43,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,1
UG2390,2,2025-01-10,2025-01-22,12,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UG2390,2,2025-01-10,2026-01-22,377,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UG5152,3,2024-05-12,2025-06-18,402,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UG5152,3,2024-05-12,2026-06-18,767,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UG5152,3,2024-05-12,2024-06-18,37,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UG8498,4,2025-06-10,2025-07-19,39,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1
UG8498,4,2025-06-10,2026-07-19,404,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1
UG8707,1,2024-04-12,2024-12-25,257,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UH0123,1,2025-10-10,2026-02-17,130,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
UH5722,4,2025-03-11,2025-10-20,223,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1
UH5722,4,2025-03-11,2026-10-20,588,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1
UH7107,1,2026-06-01,2026-08-22,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UH8058,2,2025-11-11,2026-02-19,100,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0
UH9693,1,2025-12-12,2026-05-21,160,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0
UI2229,2,2025-03-12,2025-10-28,230,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0
UI2544,1,2025-01-04,2025-06-26,173,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UI4750,1,2024-06-12,2025-01-26,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UI6630,3,2025-11-11,2025-12-20,39,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667,0.0,0
UJ4788,1,2024-12-11,2024-12-28,17,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UJ7913,1,2025-05-11,2025-07-27,77,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UK0561,3,2024-03-12,2025-05-21,435,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
UK0561,3,2024-03-12,2026-05-21,800,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
UK0561,3,2024-03-12,2024-05-21,70,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
UK2563,1,2025-09-10,2025-11-26,77,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UK6971,1,2025-09-10,2026-09-17,372,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UL1412,12,2025-09-05,2025-09-21,16,0.0,1.0,0.0,0.0,0.0,0.0,88.33333333333333,0.0,1
UL1412,12,2025-09-05,2026-09-21,381,0.0,1.0,0.0,0.0,0.0,0.0,88.33333333333333,0.0,1
UL8812,1,2025-10-10,2026-07-20,283,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UM3207,1,2025-04-02,2025-06-23,82,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
UN3952,2,2025-04-07,2025-05-24,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UN4258,2,2024-02-12,2024-09-27,228,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UN4258,2,2024-02-12,2025-09-27,593,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UO0083,1,2025-02-06,2025-02-20,14,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0
UO2563,2,2025-02-04,2025-04-23,78,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0
UO2951,4,2024-04-12,2025-06-22,436,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,1
UO2951,4,2024-04-12,2024-06-22,71,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,1
UO4385,1,2025-02-12,2025-09-22,222,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
UO6173,3,2024-03-12,2026-03-20,738,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0
UO6173,3,2024-03-12,2025-03-20,373,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0
UO6173,3,2024-03-12,2024-03-20,8,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0
UO6766,1,2025-01-10,2025-10-19,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UP0053,2,2025-07-07,2025-07-24,17,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0
UP4423,1,2025-04-11,2025-07-23,103,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UP4531,2,2024-05-11,2025-10-27,534,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UP4531,2,2024-05-11,2024-10-27,169,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UP5379,1,2024-12-12,2025-07-23,223,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UP6503,2,2025-06-02,2025-11-28,179,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
UP7099,2,2024-08-11,2025-03-21,222,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
UP7099,2,2024-08-11,2026-03-21,587,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
UP9818,1,2025-09-12,2025-11-28,77,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UQ1823,1,2025-04-08,2025-10-29,204,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UQ2912,1,2025-07-10,2026-02-18,223,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
UQ6376,1,2025-03-09,2025-09-26,201,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
UR3568,1,2025-04-09,2025-09-26,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UR7431,4,2025-07-02,2025-10-22,112,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1
UR7431,4,2025-07-02,2026-10-22,477,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1
UR8673,4,2025-09-12,2025-11-23,72,0.0,0.0,0.0,0.0,0.0,0.0,83.75,0.0,1
UR8673,4,2025-09-12,2024-11-23,-293,0.0,0.0,0.0,0.0,0.0,0.0,83.75,0.0,1
US2501,2,2025-03-02,2025-11-18,261,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
US2501,2,2025-03-02,2026-11-18,626,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
US3696,2,2025-09-12,2025-11-18,67,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
US3696,2,2025-09-12,2026-11-18,432,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
US4661,2,2025-06-05,2025-12-21,199,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,0
US7290,2,2024-09-12,2024-12-21,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
US7290,2,2024-09-12,2025-12-21,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UT2511,1,2025-03-10,2025-06-27,109,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UT4748,1,2025-02-01,2025-09-28,239,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UU0674,1,2024-07-11,2025-04-28,291,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UU1074,3,2024-12-12,2024-07-29,-136,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,0
UU1074,3,2024-12-12,2025-07-29,229,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,0
UU1621,8,2025-11-11,2025-09-18,-54,1.0,1.0,0.0,0.0,0.0,0.0,81.25,0.1111111111111111,1
UU1621,8,2025-11-11,2026-09-18,311,1.0,1.0,0.0,0.0,0.0,0.0,81.25,0.1111111111111111,1
UU2970,2,2025-02-04,2025-05-21,106,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UU2970,2,2025-02-04,2026-05-21,471,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UU6901,1,2025-12-12,2026-09-17,279,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
UU9995,1,2024-10-12,2024-12-29,78,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UV0234,1,2024-06-11,2024-12-27,199,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
UV7733,2,2025-06-01,2025-07-23,52,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,0
UV9325,1,2025-08-12,2025-08-26,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UV9459,3,2025-11-06,2025-11-27,21,0.0,1.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,0
UW3906,3,2025-06-10,2025-07-25,45,0.0,0.0,0.0,0.0,0.0,0.0,58.333333333333336,0.0,0
UX0967,3,2024-03-12,2025-11-19,617,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UX0967,3,2024-03-12,2026-11-19,982,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UX0967,3,2024-03-12,2024-11-19,252,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UX6435,1,2025-07-10,2025-07-26,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UX8390,1,2025-12-02,2026-06-17,197,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0
UY0618,1,2025-07-10,2025-08-27,48,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
UZ5087,1,2024-04-11,2024-12-29,262,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
VA0530,1,2025-03-04,2025-06-27,115,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
VA1226,5,2024-12-12,2025-11-25,348,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,1
VA1226,5,2024-12-12,2024-11-25,-17,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,1
VA1725,1,2025-01-08,2025-10-28,293,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
VA2203,1,2025-03-11,2025-05-28,78,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
VA2451,4,2025-06-11,2025-11-19,161,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,1
